ticker,pe_ratio,combinedrank
CLW,2.09,2155.0
AXTA,19.13,2155.0
DEI,124.92,2157.0
IPWR,0.0,2158.0
KRT,20.76,2159.0
SLGL,0.0,2160.0
TUSK,0.0,2161.0
SNOW,0.0,2162.0
GTES,26.93,2162.0
EA,36.45,2164.0
CPNG,291.38,2164.0
BIGC,0.0,2166.0
RCMT,11.82,2167.0
AMPX,0.0,2168.0
THFF,12.51,2169.0
HRI,18.22,2170.0
SBFG,12.08,2171.0
NUKK,inf,2172.0
FNKO,0.0,2173.0
GOOGL,20.22,2174.0
RAMP,2715.0,2175.0
LIXT,0.0,2175.0
WTM,20.82,2175.0
CARS,15.83,2178.0
EVTL,0.0,2179.0
OI,0.0,2180.0
KGEI,15.4,2181.0
KALA,0.0,2182.0
MBWM,9.0,2183.0
CCBG,15.73,2184.0
LYTS,22.79,2185.0
PHM,7.16,2186.0
POET,0.0,2187.0
UMH,617.0,2188.0
REAL,0.0,2189.0
VHC,0.0,2190.0
WT,28.32,2191.0
OCFT,60.91,2192.0
NUTX,0.0,2193.0
RANI,0.0,2194.0
GMED,98.55,2195.0
FCPT,26.65,2196.0
BARK,0.0,2197.0
TSBK,9.71,2198.0
ALRM,24.86,2199.0
DDOG,202.29,2200.0
CSTL,32.37,2201.0
LUNG,0.0,2202.0
PCTY,48.91,2203.0
RDNT,1657.0,2204.0
GIPR,0.0,2205.0
IBRX,0.0,2206.0
TX,81.25,2207.0
CBFV,14.61,2208.0
HRTG,10.21,2209.0
KFS,0.0,2210.0
LYG,13.46,2211.0
IIIN,27.79,2212.0
EIG,10.63,2213.0
SLGN,19.52,2214.0
EVO,inf,2214.0
HFWA,19.07,2216.0
KLG,23.09,2217.0
VIGL,0.0,2218.0
ASNS,0.0,2219.0
GEVO,0.0,2220.0
SRL,0.0,2221.0
KVYO,0.0,2221.0
GRYP,0.0,2223.0
VSTM,0.0,2224.0
FBNC,21.93,2225.0
TEVA,0.0,2226.0
OSS,0.0,2227.0
TMC,0.0,2228.0
ADT,14.64,2229.0
YY,12.46,2230.0
NINE,0.0,2230.0
OVLY,8.11,2232.0
HOWL,0.0,2233.0
KNTK,52.66,2234.0
TCBK,11.7,2235.0
WDFC,45.2,2235.0
GBIO,0.0,2237.0
NNOX,0.0,2238.0
FAF,52.33,2239.0
AMRX,0.0,2240.0
MXCT,0.0,2241.0
HD,23.83,2242.0
ACA,42.09,2243.0
TTD,71.6,2244.0
DNOW,22.37,2245.0
ADSE,inf,2246.0
BOXL,0.0,2247.0
LNSR,0.0,2248.0
VERX,0.0,2249.0
CTRM,0.75,2250.0
OWL,121.41,2251.0
SLM,11.27,2252.0
SSRM,0.0,2253.0
BLZE,0.0,2254.0
RGCO,17.68,2255.0
NVFY,0.0,2256.0
JMSB,14.39,2257.0
HLF,3.21,2258.0
GNW,10.35,2259.0
OLB,0.0,2260.0
BPMC,0.0,2261.0
BBCP,17.03,2262.0
FNV,0.0,2263.0
BFH,8.97,2264.0
HBNC,19.51,2265.0
AFG,11.84,2266.0
SKM,9.86,2267.0
AORT,0.0,2268.0
PROF,0.0,2269.0
WBS,11.79,2270.0
PRAX,0.0,2271.0
FL,123.46,2272.0
CLWT,inf,2273.0
TRST,11.93,2274.0
CSTE,0.0,2275.0
UEIC,0.0,2276.0
EBMT,15.69,2277.0
BHAT,0.0,2278.0
ISTR,12.15,2279.0
ODP,0.0,2280.0
KC,0.0,2281.0
ACHV,0.0,2282.0
TNDM,0.0,2283.0
BRC,17.83,2284.0
RDZN,0.0,2285.0
NAAS,0.0,2286.0
RDN,8.14,2287.0
INCR,14.9,2288.0
MNY,0.0,2288.0
DOYU,0.0,2290.0
PRG,5.99,2290.0
IVDA,0.0,2292.0
TENB,0.0,2293.0
OPAD,0.0,2294.0
SY,19.4,2295.0
BRFH,0.0,2296.0
IVR,13.45,2297.0
GAP,9.27,2298.0
HSAI,0.0,2299.0
APVO,0.0,2300.0
RDUS,0.0,2301.0
ONEW,0.0,2301.0
COOK,0.0,2303.0
BBGI,3.65,2304.0
NXGL,0.0,2304.0
FGF,14.12,2306.0
VRSN,30.29,2307.0
DKS,18.36,2307.0
MOFG,0.0,2309.0
MRCC,17.42,2310.0
L,13.78,2311.0
AGMH,7.7,2312.0
PSQH,0.0,2313.0
BYSI,0.0,2313.0
BEKE,43.98,2315.0
KLIC,299.08,2316.0
REPL,0.0,2317.0
OLMA,0.0,2317.0
DELL,17.48,2319.0
NKTX,0.0,2320.0
IOBT,0.0,2321.0
NTES,16.89,2322.0
ANAB,0.0,2323.0
VHI,4.78,2324.0
SYM,0.0,2325.0
STEP,0.0,2326.0
PRGS,34.76,2327.0
AIOT,0.0,2327.0
SRM,0.0,2329.0
IPI,0.0,2330.0
SAIH,inf,2331.0
MQ,90.4,2332.0
DVAX,75.67,2333.0
ALLY,13.89,2334.0
OMCC,0.0,2335.0
SD,6.87,2336.0
TIL,0.0,2337.0
CATY,10.89,2338.0
MOGU,0.0,2339.0
FNWD,10.66,2340.0
AGRI,0.0,2340.0
HLIT,31.33,2342.0
CR,39.14,2342.0
GDEV,7.81,2342.0
AKYA,0.0,2345.0
TME,28.56,2346.0
LPX,15.88,2347.0
TRNO,33.97,2348.0
UG,13.04,2349.0
VOXR,0.0,2350.0
APLE,15.35,2351.0
PANW,103.67,2352.0
OII,15.1,2353.0
GALT,0.0,2354.0
ENB,25.72,2354.0
TS,8.69,2356.0
CIA,23.91,2356.0
PFGC,30.63,2356.0
XELB,0.0,2356.0
ENR,37.82,2360.0
OXSQ,25.9,2361.0
ENTX,0.0,2362.0
FLL,0.0,2363.0
PRCT,0.0,2364.0
BMRA,0.0,2364.0
AMT,44.55,2364.0
BWFG,25.42,2367.0
PSN,77.66,2368.0
DSWL,0.0,2369.0
ALNY,0.0,2370.0
YUMC,22.55,2371.0
CPHI,0.0,2372.0
BOC,0.0,2373.0
CARM,0.0,2374.0
AIRJ,13.4,2375.0
PENN,0.0,2376.0
BLBD,10.73,2377.0
YSG,0.0,2377.0
DOUG,0.0,2379.0
ENVX,0.0,2379.0
LWLG,0.0,2381.0
BTDR,0.0,2382.0
CTRN,0.0,2383.0
BKYI,0.0,2384.0
RAIL,0.0,2385.0
MT,19.39,2385.0
RMBS,34.23,2387.0
FFWM,0.0,2388.0
UNB,16.1,2389.0
AIG,0.0,2389.0
ZDGE,0.0,2391.0
INVA,90.58,2392.0
BLNK,0.0,2393.0
IOR,11.88,2393.0
XTNT,0.0,2395.0
SNAX,0.0,2396.0
BCYC,0.0,2396.0
QLYS,27.71,2398.0
PAYS,15.73,2398.0
FYBR,0.0,2400.0
SKLZ,0.0,2401.0
ZLAB,0.0,2402.0
BTCM,0.0,2403.0
FISI,9.99,2404.0
DNLI,0.0,2405.0
GM,8.04,2405.0
FXNC,19.96,2407.0
HRTX,0.0,2407.0
BEDU,0.0,2409.0
FCCO,17.75,2410.0
ARKR,0.0,2411.0
SLNO,0.0,2412.0
PROV,15.4,2413.0
BCH,9.98,2414.0
SBFM,0.0,2415.0
PEPG,0.0,2416.0
OMAB,14.37,2417.0
RSSS,0.0,2417.0
STRW,21.23,2419.0
TYGO,0.0,2420.0
RCI,12.03,2421.0
AREB,0.0,2422.0
NIU,0.0,2423.0
TCI,75.41,2424.0
SO,22.44,2425.0
MLNK,0.0,2426.0
KMB,18.42,2427.0
PAPL,0.0,2428.0
NEOV,0.0,2429.0
RWAY,10.29,2430.0
OVID,0.0,2431.0
EWTX,0.0,2432.0
PENG,0.0,2433.0
TNL,8.15,2434.0
WSFS,11.69,2435.0
OPRX,0.0,2436.0
BOH,19.73,2437.0
FLO,15.52,2438.0
EOLS,0.0,2439.0
SLRC,9.71,2440.0
BWB,13.61,2440.0
BVN,10.71,2442.0
EBC,24.55,2442.0
AFYA,14.51,2444.0
NCMI,0.0,2445.0
HBCP,13.74,2446.0
DECK,18.75,2447.0
LEVI,30.38,2448.0
FRBA,9.36,2449.0
FNGR,0.0,2450.0
NRP,9.65,2450.0
MLSS,0.0,2452.0
NEWT,6.98,2453.0
SMTI,0.0,2454.0
OCTO,0.27,2455.0
THS,48.83,2456.0
AMRC,12.07,2456.0
LHX,26.67,2458.0
BIP,0.0,2459.0
DARE,0.0,2460.0
GMRE,869.0,2461.0
OTIS,25.1,2462.0
PG,26.68,2463.0
XPEV,0.0,2464.0
SAN,11.88,2464.0
EXP,15.52,2466.0
SIRI,0.0,2467.0
EGBN,0.0,2468.0
NOA,11.51,2469.0
RIG,0.0,2470.0
MYTE,0.0,2471.0
AFBI,20.91,2472.0
RELL,415.33,2473.0
DOX,20.49,2474.0
AZEK,42.15,2475.0
UBFO,8.86,2476.0
TIMB,11.88,2477.0
CAPL,45.79,2478.0
ADVM,0.0,2479.0
HOLX,19.25,2480.0
NISN,inf,2480.0
IDXX,39.42,2482.0
CACC,25.06,2482.0
PATK,20.51,2484.0
CEVA,0.0,2485.0
ABCL,0.0,2486.0
FDS,41.84,2486.0
ELLO,0.0,2488.0
EOSE,0.0,2489.0
SGMA,0.0,2489.0
SMSI,0.0,2489.0
TTOO,0.0,2492.0
GSAT,0.0,2493.0
SLF,14.76,2494.0
EQ,0.0,2495.0
STEL,12.45,2496.0
CAG,25.39,2497.0
FFBC,10.31,2498.0
VERV,0.0,2498.0
CGNT,0.0,2500.0
MPB,11.9,2501.0
VINP,16.66,2502.0
PSFE,47.97,2503.0
DLHC,10.75,2504.0
TPIC,0.0,2505.0
CP,25.37,2506.0
LIN,33.63,2507.0
CSCI,0.0,2508.0
BNS,13.59,2508.0
SYRA,0.0,2510.0
MU,29.68,2511.0
AL,14.24,2512.0
CIB,6.76,2512.0
XPRO,24.23,2514.0
JAMF,0.0,2515.0
AHR,0.0,2516.0
DMRC,0.0,2517.0
DENN,9.8,2518.0
SIM,7.88,2518.0
PSA,27.89,2520.0
XIN,0.0,2521.0
IPW,1.0933538935354931e+17,2522.0
BTSG,0.0,2522.0
PRQR,0.0,2524.0
POWW,0.0,2524.0
UFPT,27.98,2526.0
MAR,29.43,2527.0
HAE,25.29,2528.0
LVWR,0.0,2528.0
DAL,8.81,2528.0
ADCT,0.0,2531.0
NVCR,0.0,2532.0
ANIK,0.0,2533.0
PSTG,169.3,2534.0
IMMR,9.11,2534.0
ACIC,7.79,2536.0
SABR,0.0,2537.0
TEL,23.37,2538.0
PLAB,9.09,2539.0
THRY,0.0,2540.0
INDB,13.95,2541.0
GOOS,16.31,2542.0
URGN,0.0,2543.0
UEC,0.0,2544.0
BGC,35.81,2545.0
RLMD,0.0,2546.0
CSAN,23.13,2547.0
ELSE,64.71,2548.0
NODK,0.0,2549.0
SITC,1.31,2550.0
NG,0.0,2551.0
PRVA,211.73,2552.0
LGMK,0.0,2553.0
NAT,9.1,2554.0
BCBP,10.22,2555.0
MCBS,14.62,2556.0
ANGO,0.0,2557.0
DCOM,47.86,2558.0
PDM,0.0,2559.0
MOS,51.6,2560.0
LPTH,0.0,2561.0
PFBC,8.72,2562.0
GSIT,0.0,2562.0
CRKN,0.0,2564.0
BBWI,8.27,2565.0
NECB,8.42,2566.0
GRRR,inf,2567.0
MULN,0.0,2568.0
KNF,25.66,2568.0
PCOR,0.0,2570.0
CPF,13.67,2571.0
IINN,inf,2572.0
CPA,6.25,2573.0
UVV,11.34,2574.0
CPT,80.03,2575.0
ABSI,0.0,2576.0
USM,0.0,2577.0
WYNN,19.73,2578.0
CZR,0.0,2579.0
KO,28.22,2580.0
ATLX,0.0,2581.0
EVLV,0.0,2582.0
POLA,0.0,2583.0
GPRK,3.97,2584.0
SBEV,0.0,2585.0
GXO,36.33,2586.0
STBA,10.92,2587.0
PKBK,11.31,2588.0
DNUT,282.0,2589.0
TLRY,0.0,2590.0
ERII,39.78,2591.0
ARLP,9.67,2591.0
TLSI,0.0,2593.0
TOWN,17.46,2594.0
CYBN,0.0,2595.0
ODD,26.37,2596.0
RCUS,0.0,2597.0
SWIM,0.0,2598.0
SYRE,0.0,2599.0
CTXR,0.0,2600.0
XPL,0.0,2601.0
EQNR,7.77,2601.0
IRBT,0.0,2603.0
NEO,0.0,2604.0
CELC,0.0,2605.0
LCNB,28.17,2606.0
GCT,4.87,2607.0
PVBC,36.38,2607.0
RNR,6.73,2607.0
COLD,0.0,2610.0
BUSE,11.17,2610.0
WDAY,155.57,2612.0
HSBC,9.85,2613.0
IGT,10.02,2614.0
OZ,0.0,2615.0
AURA,0.0,2616.0
DTC,0.0,2617.0
GERN,0.0,2618.0
KNW,0.0,2619.0
MP,0.0,2620.0
QLGN,0.0,2621.0
GEHC,18.89,2622.0
ALE,21.2,2623.0
MTRX,0.0,2624.0
ARI,0.0,2625.0
JMIA,inf,2626.0
CRBP,0.0,2627.0
FATBB,0.0,2628.0
IMO,10.81,2629.0
ABBV,88.32,2629.0
FRAF,15.34,2631.0
PD,0.0,2632.0
NVAX,0.0,2633.0
ALV,11.26,2633.0
UGRO,0.0,2635.0
SAGE,0.0,2636.0
UBS,27.49,2637.0
GGB,6.61,2638.0
CETX,0.0,2639.0
APPF,38.83,2640.0
SHC,79.8,2640.0
CDLX,0.0,2642.0
UFI,0.0,2642.0
ALC,44.57,2644.0
FLYW,506.0,2645.0
RNAC,0.0,2646.0
HQY,107.09,2647.0
VVV,17.04,2648.0
AMRN,0.0,2649.0
AEG,0.0,2649.0
CNXN,18.9,2651.0
ATMU,17.33,2652.0
AHT,0.0,2653.0
HON,24.21,2654.0
ANGH,inf,2654.0
CMBM,0.0,2656.0
VYNE,0.0,2657.0
PXS,1.18,2658.0
MHK,14.06,2658.0
LGL,222.0,2660.0
VICR,101.85,2661.0
AVT,13.64,2662.0
ACI,11.95,2663.0
IMNM,0.0,2664.0
ARVN,0.0,2664.0
HZO,9.85,2666.0
AFRI,inf,2667.0
AOMR,3.34,2668.0
CANF,0.0,2668.0
ARDX,0.0,2670.0
UNCY,0.0,2671.0
CBAN,17.59,2672.0
EVEX,0.0,2673.0
TRUG,0.0,2674.0
SOAR,0.0,2675.0
PHAR,0.0,2676.0
AS,208.36,2676.0
TFSL,43.75,2678.0
RCEL,0.0,2678.0
UMC,10.35,2680.0
RPD,72.69,2681.0
HSHP,13.09,2682.0
RZLV,inf,2683.0
LMFA,0.0,2684.0
MRVI,0.0,2685.0
PROK,0.0,2686.0
WDC,10.6,2687.0
GLDG,0.0,2688.0
DKL,14.58,2689.0
BIRK,36.42,2690.0
OGS,18.96,2691.0
MYGN,0.0,2692.0
CRVS,0.0,2692.0
LOCO,12.29,2694.0
LYEL,0.0,2695.0
BRCC,0.0,2696.0
KIRK,0.0,2697.0
FIZZ,19.97,2698.0
SIGI,27.67,2698.0
MTEX,0.0,2698.0
TRI,34.78,2701.0
VITL,25.02,2702.0
FLWS,0.0,2703.0
PGRE,0.0,2704.0
BODI,0.0,2705.0
BSBR,inf,2706.0
AXR,8.82,2707.0
CZWI,11.11,2708.0
EAF,0.0,2709.0
SAIC,17.87,2710.0
TXO,28.83,2710.0
HPE,7.92,2712.0
BJRI,49.87,2713.0
GTIM,11.01,2713.0
ADUS,21.44,2715.0
REKR,0.0,2715.0
CHEK,0.0,2717.0
MI,0.23,2718.0
CRNC,0.0,2719.0
ST,33.21,2720.0
RKT,89.63,2721.0
NVTS,0.0,2722.0
BA,0.0,2722.0
UTSI,0.0,2724.0
MSBI,7.81,2725.0
TAP,11.03,2726.0
BW,0.0,2727.0
CPB,21.95,2728.0
RCKT,0.0,2729.0
SONN,0.0,2730.0
SNAL,17.89,2731.0
KROS,0.0,2732.0
CWT,14.13,2733.0
SPOK,21.5,2734.0
BPT,inf,2735.0
HNRG,0.0,2736.0
PEB,0.0,2737.0
ZUMZ,0.0,2738.0
ACIU,0.0,2738.0
HCKT,27.09,2740.0
INSE,0.0,2741.0
MITT,6.38,2742.0
QRVO,258.43,2743.0
DBI,8.24,2744.0
MPU,0.0,2744.0
CLDX,0.0,2746.0
ALAR,6.12,2746.0
FBRX,0.0,2748.0
HIMX,19.66,2749.0
SNES,0.0,2750.0
FOXX,0.0,2751.0
DAKT,0.0,2752.0
TR,26.56,2753.0
PBHC,52.03,2754.0
AKBA,0.0,2755.0
CNOB,13.33,2756.0
SAMG,16.49,2756.0
DOMH,0.0,2758.0
SISI,0.0,2759.0
HTZ,0.0,2760.0
CMBT,2.93,2761.0
TLF,37.5,2762.0
SER,0.0,2763.0
NBY,0.0,2764.0
ACVA,0.0,2765.0
IMXI,7.59,2766.0
INVX,10.01,2767.0
CYH,0.0,2767.0
PI,66.21,2769.0
LADR,13.57,2770.0
LITB,0.0,2771.0
SBET,0.14,2772.0
VERB,0.0,2773.0
IREN,0.0,2774.0
LE,0.0,2775.0
BLUE,0.0,2776.0
STKS,0.0,2777.0
INHD,0.0,2777.0
SERA,0.0,2779.0
ZVRA,0.0,2780.0
LCID,0.0,2781.0
WFCF,29.92,2782.0
FCEL,0.0,2783.0
POR,14.73,2784.0
CRWS,16.08,2785.0
PINE,117.5,2786.0
DNTH,0.0,2786.0
AMC,0.0,2786.0
ARLO,0.0,2789.0
TOPS,0.0,2790.0
RBOT,0.0,2791.0
HOLO,0.0,2792.0
KPRX,1.53,2793.0
MNST,38.17,2794.0
GDRX,94.8,2795.0
APLS,0.0,2796.0
ALNT,29.84,2797.0
CVBF,12.92,2798.0
NAMS,0.0,2799.0
CSLR,0.0,2799.0
QXO,0.0,2801.0
PCG,14.96,2801.0
HLMN,112.38,2803.0
CADE,10.88,2804.0
ABTS,0.0,2805.0
CATX,0.0,2806.0
MDXH,0.0,2807.0
CMTL,0.0,2808.0
QUIK,0.0,2809.0
SBC,123.33,2810.0
BIOX,215.5,2811.0
VICI,12.5,2812.0
SLE,0.0,2813.0
IOVA,0.0,2814.0
ATXS,0.0,2815.0
MAMA,71.0,2816.0
KEX,20.4,2817.0
ATNM,0.0,2818.0
MXC,14.42,2819.0
NICE,29.5,2820.0
MLYS,0.0,2821.0
SCCO,22.97,2821.0
GNK,7.99,2823.0
STAF,0.0,2824.0
DLTR,0.0,2824.0
CTS,22.61,2826.0
DRRX,0.0,2827.0
HBI,0.0,2828.0
HHS,0.0,2829.0
FG,7.51,2829.0
ARCB,9.8,2831.0
CYCN,0.0,2832.0
MBRX,0.0,2833.0
INNV,0.0,2833.0
GHRS,0.0,2835.0
ELS,35.24,2836.0
NBHC,12.72,2837.0
OCFC,10.41,2838.0
CRDF,0.0,2838.0
MUFG,20.18,2838.0
BELFB,22.91,2841.0
INMD,7.84,2842.0
NOAH,9.5,2843.0
ANDE,13.11,2844.0
LSB,1.71,2845.0
TROX,0.0,2846.0
GKOS,0.0,2847.0
AVNT,21.67,2848.0
NAUT,0.0,2849.0
CQP,14.48,2849.0
ACHC,10.47,2851.0
FC,19.4,2852.0
LGIH,8.73,2853.0
DFH,7.38,2854.0
SOTK,51.14,2855.0
XBIT,0.0,2856.0
ENS,12.03,2857.0
SHIP,3.1,2858.0
NOVA,0.0,2859.0
EXK,0.0,2860.0
W,0.0,2861.0
CMCM,0.0,2861.0
MAN,19.76,2863.0
PTC,49.35,2864.0
BASE,0.0,2864.0
KALV,0.0,2866.0
BDL,14.18,2867.0
HFBL,11.81,2868.0
KBR,17.87,2869.0
CCCC,0.0,2869.0
EVI,38.67,2871.0
PHG,1294.0,2872.0
FMS,24.87,2873.0
LANV,8.92,2874.0
BRSP,0.0,2875.0
TASK,26.55,2876.0
CNDT,1.38,2877.0
PODC,0.0,2878.0
ANNX,0.0,2879.0
NTAP,17.06,2880.0
MATX,9.24,2881.0
PFIS,44.45,2882.0
PLPC,27.66,2883.0
JBHT,26.53,2884.0
HRZN,0.0,2885.0
MYNZ,0.0,2886.0
ENIC,5.56,2887.0
UGP,6.96,2888.0
TLPH,0.0,2889.0
WVVI,0.0,2890.0
QMCO,0.0,2891.0
IPA,0.0,2892.0
AMBO,0.0,2893.0
ABR,10.39,2894.0
VSTA,0.0,2895.0
GGG,29.53,2896.0
EVH,0.0,2897.0
SMG,0.0,2897.0
HTH,17.53,2899.0
ENTA,0.0,2899.0
GOSS,0.0,2901.0
HIW,30.42,2901.0
EXAS,0.0,2903.0
ADXN,0.0,2904.0
DBD,0.0,2905.0
BSFC,0.0,2906.0
BQ,0.0,2907.0
TWST,0.0,2908.0
ATNF,0.0,2909.0
ON,11.9,2910.0
CSPI,1732.0,2911.0
SHYF,0.0,2912.0
CNC,9.55,2913.0
ZVSA,0.0,2914.0
ERNA,0.0,2915.0
MBOT,0.0,2916.0
ATRC,0.0,2917.0
CHE,30.22,2918.0
TDC,19.55,2919.0
PFE,18.57,2920.0
RXT,0.0,2921.0
PBBK,25.5,2922.0
OB,0.0,2923.0
BNTX,0.0,2924.0
CCM,0.0,2925.0
GD,19.48,2926.0
PHAT,0.0,2926.0
ARE,53.88,2928.0
GRFS,71.82,2928.0
EPR,32.26,2930.0
CECO,68.29,2931.0
AIRT,0.0,2931.0
BAFN,25.59,2933.0
CINT,47.92,2934.0
YJ,0.0,2935.0
RGA,17.84,2936.0
HURC,0.0,2937.0
FBRT,24.33,2938.0
HE,0.0,2939.0
SNN,inf,2940.0
DBX,18.7,2940.0
PINS,11.68,2942.0
LIVE,0.0,2943.0
CRC,10.81,2944.0
RGEN,0.0,2945.0
IRIX,0.0,2946.0
BRY,12.93,2946.0
KOF,15.36,2946.0
GMGI,0.0,2946.0
API,0.0,2950.0
IRWD,inf,2951.0
BYND,0.0,2952.0
KNSA,0.0,2953.0
ZTS,29.83,2953.0
IR,39.65,2953.0
CRVL,63.13,2956.0
ARTW,0.0,2957.0
XPEL,19.68,2958.0
BRZE,0.0,2959.0
HSCS,0.0,2960.0
FINW,16.39,2961.0
AVXL,0.0,2962.0
SMFG,17.87,2963.0
CALC,0.0,2964.0
ESCA,20.33,2965.0
COTY,0.0,2966.0
ISSC,18.37,2967.0
CALX,0.0,2968.0
CAAP,8.19,2969.0
ICU,0.0,2969.0
SJW,18.29,2971.0
DIBS,0.0,2972.0
BAER,0.0,2973.0
NWBI,15.19,2974.0
NTLA,0.0,2975.0
EPIX,0.0,2976.0
CVRX,0.0,2976.0
CIX,16.52,2978.0
B,0.0,2979.0
CVKD,0.0,2979.0
EFC,9.73,2981.0
FROG,0.0,2982.0
NIXX,0.0,2983.0
ULY,0.0,2984.0
CAPR,0.0,2984.0
GENC,12.32,2986.0
SLDB,0.0,2987.0
VRNT,23.29,2987.0
SB,4.6,2989.0
FN,24.84,2989.0
BORR,7.33,2989.0
TPVG,8.7,2992.0
AVTR,15.65,2992.0
VMD,40.89,2994.0
WCN,79.44,2995.0
RIOT,19.9,2996.0
AXIL,36.5,2997.0
RVYL,0.0,2998.0
WEST,0.0,2999.0
MRK,14.08,3000.0
TUYA,0.0,3000.0
DOCN,42.01,3002.0
YETI,16.84,3003.0
ZNTL,0.0,3004.0
PERI,8.76,3005.0
HLVX,0.0,3006.0
ETSY,18.96,3007.0
SRTS,11.85,3008.0
EMBC,13.23,3009.0
ORA,35.3,3010.0
CXDO,109.2,3011.0
BBAI,0.0,3012.0
TAC,23.85,3013.0
LGHL,inf,3014.0
RPTX,0.0,3015.0
MESO,0.0,3016.0
REZI,28.73,3017.0
MFIN,8.09,3017.0
MVBF,21.63,3019.0
IHT,0.0,3020.0
WEX,20.85,3021.0
OBK,14.39,3022.0
TCTM,0.0,3023.0
PRGO,0.0,3024.0
TITN,12.41,3025.0
GYRE,204.4,3025.0
ASX,21.84,3027.0
HGV,83.84,3028.0
PCT,0.0,3029.0
SPNT,16.43,3029.0
BAH,15.44,3031.0
NNVC,0.0,3032.0
ANTE,inf,3033.0
UDR,174.56,3034.0
ATLO,23.8,3035.0
ALBT,0.0,3036.0
STR,42.69,3037.0
NVMI,35.01,3038.0
WINV,0.0,3039.0
STZ,48.09,3040.0
ILPT,0.0,3041.0
ELAN,15.79,3042.0
XOMA,0.0,3043.0
SIMO,21.18,3044.0
CASS,31.67,3045.0
AGO,12.72,3046.0
NVEE,38.31,3047.0
NRT,9.72,3048.0
XTLB,0.0,3048.0
PSEC,0.0,3050.0
ORGN,0.0,3051.0
SPCB,18.3,3051.0
HXL,35.74,3053.0
ALGT,0.0,3053.0
FLNC,0.0,3053.0
GPCR,0.0,3056.0
PNBK,0.0,3057.0
HTBK,19.53,3058.0
VALU,21.47,3059.0
TVGN,inf,3060.0
AEHL,0.0,3061.0
CRMT,54.02,3062.0
FTV,31.64,3063.0
STRM,0.0,3064.0
FCBC,13.63,3065.0
UVE,10.94,3066.0
H,9.96,3067.0
SYNA,15.3,3068.0
ARKO,31.31,3069.0
SPT,0.0,3070.0
BFST,10.93,3071.0
OIS,0.0,3072.0
RPAY,0.0,3073.0
AKRO,0.0,3074.0
PINC,0.0,3075.0
TAYD,12.04,3076.0
NHC,13.95,3077.0
FTHM,0.0,3078.0
ASTI,0.0,3079.0
COHN,0.0,3080.0
NGNE,0.0,3081.0
AGCO,0.0,3082.0
SCL,26.64,3083.0
ESI,25.72,3084.0
AMBI,53.33,3084.0
CLYM,0.0,3084.0
BMRN,32.55,3087.0
EGY,4.64,3088.0
RARE,0.0,3089.0
KOPN,0.0,3090.0
BG,9.15,3091.0
HOUR,34.2,3091.0
HOV,3.39,3093.0
DH,0.0,3094.0
XOS,0.0,3095.0
UAVS,0.0,3096.0
CL,25.65,3097.0
RLJ,32.89,3098.0
CUBI,10.08,3099.0
VRNS,0.0,3100.0
WING,59.35,3100.0
FIGS,221.0,3102.0
KMT,17.73,3103.0
SWBI,14.65,3104.0
OMC,10.83,3105.0
PFTA,inf,3106.0
ELAB,0.0,3106.0
KRO,10.65,3108.0
DHC,0.0,3109.0
GRVY,6.56,3110.0
CROX,6.6,3111.0
MESA,0.0,3112.0
GAU,0.0,3113.0
NMM,3.09,3113.0
KBH,7.23,3115.0
CLNE,0.0,3115.0
CHX,17.94,3117.0
ASB,28.82,3118.0
HBIO,0.0,3119.0
CNMD,13.91,3120.0
IDAI,0.0,3121.0
PLRX,0.0,3122.0
MGTX,0.0,3123.0
TDOC,0.0,3124.0
MEOH,16.59,3124.0
CHRS,1.5,3126.0
NMRA,0.0,3127.0
TLK,8.8,3128.0
LMNR,29.83,3128.0
MEI,0.0,3128.0
FCF,11.3,3131.0
PRSO,0.0,3132.0
PDFS,209.6,3133.0
ARCO,11.84,3134.0
WPRT,0.0,3135.0
TCX,0.0,3136.0
OOMA,0.0,3137.0
BFIN,20.41,3138.0
IZEA,0.0,3138.0
USAS,0.0,3140.0
PAX,27.53,3141.0
VOC,4.27,3142.0
NABL,44.82,3143.0
SMX,inf,3144.0
VAC,11.87,3145.0
HBB,8.82,3146.0
BLBX,0.0,3147.0
KVUE,44.13,3148.0
RNA,0.0,3149.0
ZI,134.0,3150.0
SID,0.0,3151.0
ITUB,7.26,3151.0
SDRL,3.97,3153.0
STKH,0.0,3154.0
HSY,15.09,3155.0
GTI,0.0,3156.0
AMCR,17.67,3156.0
KRKR,0.0,3158.0
ZD,31.8,3159.0
TELA,0.0,3160.0
SCWO,0.0,3161.0
SKYX,0.0,3162.0
LCII,15.86,3163.0
HYMC,0.0,3164.0
O,57.61,3164.0
ADBE,35.29,3166.0
ITP,0.0,3167.0
SPNS,21.31,3167.0
IQ,11.85,3167.0
VIAV,0.0,3170.0
BNL,19.74,3171.0
MFG,15.1,3172.0
TSEM,20.89,3173.0
QCOM,16.88,3174.0
MKSI,32.35,3175.0
VAL,7.85,3176.0
LASR,0.0,3177.0
ITOS,0.0,3178.0
SABS,0.0,3179.0
DTST,178.5,3180.0
POCI,0.0,3180.0
ELVA,0.0,3182.0
AGIO,2.88,3183.0
SKYH,0.0,3183.0
PRFX,0.0,3185.0
AKA,0.0,3186.0
ACDC,0.0,3187.0
KRUS,0.0,3188.0
CLFD,0.0,3189.0
IPG,14.46,3190.0
